#doc source pos typeindex type topic
#alpha : 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
#beta : 0.01
121 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone1.txt 5 205 cool 19
122 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone2.txt 0 498 ripped 30
122 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone2.txt 1 441 carrier 35
122 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone2.txt 2 499 stupid 5
122 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone2.txt 3 496 ringtones 41
123 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone3.txt 0 500 record 26
123 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone3.txt 1 191 voice 37
123 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone3.txt 2 350 turn 47
123 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone3.txt 3 494 ringtone 19
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 0 501 ring 21
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 1 502 tones 47
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 2 503 crazy 18
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 3 504 songs 2
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 4 505 annoying 13
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 5 506 rings 10
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 6 501 ring 21
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 7 490 sounds 32
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 8 309 close 31
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 9 507 regular 29
124 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone4.txt 10 501 ring 21
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 0 259 sound 22
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 1 508 excellent 12
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 2 509 polyphonic 22
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 3 510 ringing 36
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 4 502 tones 0
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 5 175 nice 39
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 6 180 check 28
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 7 511 cons 4
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 8 512 doubles 43
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 9 458 radio 43
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 10 175 nice 39
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 11 206 feature 44
125 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone5.txt 12 326 bored 33
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 0 513 higher 19
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 1 514 pitched 27
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 2 506 rings 10
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 3 230 easy 15
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 4 515 hear 42
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 5 230 easy 15
126 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone6.txt 6 516 listen 34
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 0 517 subtle 31
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 1 502 tones 0
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 2 518 included 32
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 3 7 phone 40
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 4 176 hard 3
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 5 515 hear 42
127 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone7.txt 6 519 times 35
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 0 175 nice 24
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 1 520 thing 13
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 2 521 nokias 38
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 3 522 ton 45
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 4 501 ring 21
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 5 523 tone 1
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 6 524 game 43
128 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone8.txt 7 525 choices 30
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 0 496 ringtones 41
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 1 526 beautiful 35
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 2 332 screen 28
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 3 527 super 9
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 4 151 high 15
129 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtone9.txt 5 147 quality 30
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 0 39 great 42
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 1 206 feature 44
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 2 488 ability 48
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 3 322 load 17
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 4 489 wav 47
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 5 490 sounds 32
130 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\ringtones.txt 6 491 ringers 14
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 0 528 made 13
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 1 529 survived 20
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 2 530 sliding 17
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 3 531 floors 34
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 4 532 pavement 5
131 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\scratch.txt 5 533 scratch 10
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 0 534 requirments 47
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 1 7 phone 40
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 2 156 good 17
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 3 332 screen 28
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 4 231 decent 22
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 5 146 camera 10
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 6 63 bluetooth 33
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 7 248 gprs 8
132 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen.txt 8 91 support 0
133 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen2.txt 0 175 nice 29
133 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen2.txt 1 215 color 8
133 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen2.txt 2 332 screen 28
134 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen3.txt 0 535 colors 40
134 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen3.txt 1 332 screen 28
134 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen3.txt 2 536 crisp 22
135 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen4.txt 0 332 screen 28
135 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen4.txt 1 537 easily 13
135 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen4.txt 2 538 scratched 22
135 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen4.txt 3 539 warranty 42
135 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen4.txt 4 540 swap 45
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 0 541 huge 39
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 1 526 beautiful 35
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 2 215 color 8
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 3 332 screen 28
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 4 538 scratched 22
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 5 542 rough 43
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 6 543 handling 22
136 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\screen5.txt 7 416 give 39
137 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service (2).txt 0 508 excellent 12
137 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service (2).txt 1 7 phone 23
137 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service (2).txt 2 508 excellent 12
137 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service (2).txt 3 181 service 27
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 0 173 customer 7
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 1 181 service 27
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 2 544 agents 27
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 3 545 prompt 40
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 4 546 polite 37
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 5 181 service 27
138 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service.txt 6 547 terrific 48
139 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service4.txt 0 548 day 14
139 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service4.txt 1 549 finally 48
139 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service4.txt 2 550 arrived 14
139 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service4.txt 3 551 leave 32
139 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service4.txt 4 552 sprint 34
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 0 553 assumed 30
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 1 554 exceptional 28
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 2 181 service 27
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 3 415 reception 26
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 4 555 area 4
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 5 556 los 24
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 6 557 angeles 2
140 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_2.txt 7 558 horrendous 30
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 0 173 customer 7
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 1 181 service 27
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 2 544 agents 27
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 3 545 prompt 40
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 4 546 polite 37
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 5 181 service 27
141 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\service_3.txt 6 547 terrific 48
142 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\shape.txt 0 559 shape 16
142 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\shape.txt 1 560 keypad 16
142 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\shape.txt 2 561 joystick 43
143 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\shape1.txt 0 50 size 25
143 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\shape1.txt 1 559 shape 47
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 0 359 years 4
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 1 562 torture 24
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 2 118 hands 21
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 3 173 customer 7
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 4 181 service 34
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 5 563 delighted 25
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 6 564 drop 42
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 7 200 forward 10
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 8 565 august 8
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 9 566 convert 36
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 10 434 family 46
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 11 164 phones 20
144 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signal.txt 12 1 mobile 29
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 0 1 mobile 29
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 1 181 service 27
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 2 555 area 4
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 3 7 phone 46
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 4 567 seamlessly 25
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 5 568 jumped 37
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 6 569 wireless 29
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 7 570 services 37
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 8 1 mobile 29
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 9 181 service 27
145 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals.txt 10 571 unavailable 45
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 0 432 drove 17
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 1 572 country 35
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 2 573 lost 11
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 3 415 reception 26
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 4 574 eastern 8
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 5 575 kentucky 30
146 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals1.txt 6 576 mountains 1
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 0 156 good 17
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 1 577 strong 25
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 2 368 signal 14
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 3 462 fairly 2
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 4 578 remote 42
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 5 579 areas 7
147 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals2.txt 6 580 southwest 31
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 0 7 phone 23
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 1 581 week 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 2 368 signal 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 3 147 quality 20
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 4 39 great 10
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 5 582 detroit 23
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 6 555 area 4
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 7 583 suburbs 34
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 8 584 recent 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 9 337 road 7
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 10 420 trip 26
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 11 582 detroit 23
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 12 585 northern 1
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 13 575 kentucky 8
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 14 586 cincinnati 29
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 15 587 experienced 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 16 49 perfect 41
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 17 368 signal 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 18 415 reception 26
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 19 15 superior 26
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 20 95 work 44
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 21 59 long 14
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 22 588 stretches 26
148 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\signals3.txt 23 589 route 47
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 0 590 tri 22
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 1 591 band 4
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 2 592 sim 27
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 3 593 card 23
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 4 141 europe 48
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 5 594 parts 23
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 6 158 world 11
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 7 595 gsm 49
149 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\sim.txt 8 596 exists 4
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 0 7 phone 39
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 1 597 synced 3
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 2 598 mac 42
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 3 599 osx 14
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 4 63 bluetooth 33
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 5 231 decent 22
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 6 17 battery 42
150 C:\Users\sony\Desktop\LDA_PAPER\LDA_IMPLEMENTATION\Input_Docs\size.txt 7 18 life 25
